color_element	spell_incantation
black	"O' seer of the boundless horizon, grant me the power to perceive the unseen and the distant; Let my sight pierce through the veils of time and space, allowing me to glimpse events unfolding far beyond my reach; Farsight of the Celestial Oracle!"
black	"Spirits of the arcane, guardians of the mystic arts, lend me your unfathomable wisdom; Let the secrets of the universe unfold before me, and bend the forces of magic to my will; Arcanum of the Eldritch Nexus!"
black	"Swirling mists of the ethereal realm, answer my call; Conceal my presence within your enigmatic embrace and grant me the gift of invisibility; Veil of the Elusive Mistwalker!"
black	"Swirling mists of the ethereal realm, answer my call; Conceal my presence within your enigmatic embrace and grant me the gift of invisibility; Veil of the Elusive Mistwalker!"
black	"The laws of time and space are mere playthings to the Master of the Void; With the spell of the Cosmic Warp, I shall tear open a portal to another dimension and bring forth the wrath of the unknown!"
black	"The mind is a weapon, and the world is my battlefield; Through the power of my will, I shall dominate all that exists; I call forth the Mind's Dominion!"
black	"The power of gravity lies within the depths of the void, and with the Stellar Singularity, I shall unleash its full might upon my foes, crushing them beneath the weight of a collapsing star!"
black	"The power of illusion lies in the mind, and with the Shadow's Embrace, I shall bend reality to my will; Let my enemies be ensnared in the labyrinth of my creation, forever lost in the depths of their own delusion!"
black	"The power of the void is absolute, and with the Blackwing Eclipse, I shall shroud the world in darkness and summon forth the legions of the abyss to do my bidding!"
black	"The void is my realm, and the shadows my loyal servants; With the power of darkness at my fingertips, I summon forth the Abyssal Maelstrom to consume all in its path!"
black	"The void is the domain of the mind, and with the Master Key of the Mind, I shall unlock the secrets of the universe and harness the full might of the void!"
black	"Through the abyss of the void, I draw forth the energy of the stars; With the power of the cosmos at my command, I unleash the Stellar Torrent of the Void's Fury!"
black	"Through the boundless expanse of time, bestow upon me the eternal wisdom of the ages; Let the memories of the past and the visions of the future intertwine, as I summon the Sands of the Temporal Rift!"
black	"Through the chasm of time and space, let the echoes of past and future reverberate through the present; As the threads of fate unravel and converge, so shall the destiny of my enemies be sealed; Temporal Paradox of the Chrono Magus!"
black	"Through the inky darkness, let the whispers of the void guide my hand; Let the tendrils of the abyss ensnare my enemies, and their minds be consumed by the infinite abyss; Veil of the Voidwalker!"
black	"Through the manipulation of gravity and the laws of physics, let the forces of the universe bend to my will; As the very fabric of reality warps and twists, so shall my enemies be crushed by the gravitational forces beyond comprehension; Gravitational Singularity of the Cosmic Magus!"
black	"Through the manipulation of spacetime, I rend the very fabric of the universe, opening a rift in reality to draw forth the power of the stars themselves; Stellar Breach of the Cosmic Sundering!"
black	"Through the manipulation of spacetime, I transcend the boundaries that govern the universe, warping the very essence of reality to my whims; Singularity Surge of the Celestial Paradox!"
black	"Through the manipulation of the very fabric of causality, I bend the threads of fate to my will; Let the consequences of my enemies' actions be turned against them, and let their every move be foreseen and countered by the hand of destiny; Fate-Weaving of the Causal Paradox!"
black	"Through the manipulation of the very fabric of existence, I warp the laws of physics and the boundaries of space and time; Let the distortions of reality send my enemies spiraling into chaos, and let the universe writhe in agony at the sound of my incantation; Spatial Disruption of the Entropic Warp!"
black	"Through the power of gravity, let the very foundations of the world become my plaything; With the ability to manipulate the very fabric of space and time, let my enemies be crushed beneath the weight of their own existence; Singularity of the Black Hole!"
black	"Through the power of illusion, let the world become my playground; With the ability to warp perception and create false realities, let my enemies be trapped in a labyrinth of their own delusions; Mirage of the Phantasmal Realm!"
black	"Through the power of mind and the essence of consciousness, I reach into the depths of my foes' thoughts; Let their minds be laid bare before me, and their will be broken by the force of my command; Mental Assault of the Psychic Intrusion!"
black	"Through the power of my boundless imagination, I call upon the forces of the infinite multiverse; Let the boundaries between worlds dissolve, and let the echoes of my dreams resonate throughout all creation; Omni-Verse of the Eternal Dreamer!"
black	"Through the power of my will, I shall become the master of the shadows; Let the darkness be my ally and the light be my enemy, and let all who stand in my way be consumed by the abyss; Shadowblade of the Obsidian Night!"
black	"Through the power of pure thought and unbridled imagination, I call forth the ethereal phantasms that lurk in the shadows of the mind; Let my enemies be consumed by their deepest fears and darkest nightmares, and let their sanity be shattered by the power of the Dreamweaver's Illusion!"
black	"Through the power of pure will and unyielding focus, I penetrate the veil of reality itself; Let the boundaries of space and time be shattered, and let the universe itself bow before my indomitable spirit; Cosmic Nexus of the Eternal Mind!"
